CMDLINE /home/adeeb/miniconda3/envs/tdmpc2/bin/python3.9 train.py task=carla_ obs=rgb checkpoint=/home/adeeb/tdmpc2/tdmpc2/logs/carla_/1/default/models/final.pt
MEM 1.718750 1717012025.8426
MEM 36.820312 1717012025.9429
MEM 203.136719 1717012026.0431
MEM 243.742188 1717012026.1434
MEM 301.562500 1717012026.2437
MEM 324.179688 1717012026.3439
MEM 338.902344 1717012026.4442
MEM 353.312500 1717012026.5444
MEM 366.613281 1717012026.6446
MEM 379.285156 1717012026.7448
MEM 400.683594 1717012026.8450
MEM 476.023438 1717012026.9453
MEM 500.910156 1717012027.0455
MEM 512.832031 1717012027.1457
MEM 513.089844 1717012027.2460
MEM 513.347656 1717012027.3462
MEM 513.605469 1717012027.4465
MEM 513.863281 1717012027.5467
MEM 513.863281 1717012027.6469
MEM 514.121094 1717012027.7471
MEM 514.121094 1717012027.8474
MEM 514.121094 1717012027.9476
MEM 514.121094 1717012028.0478
MEM 514.378906 1717012028.1481
MEM 514.378906 1717012028.2483
MEM 517.640625 1717012028.3485
MEM 532.042969 1717012028.4487
MEM 536.046875 1717012028.5489
MEM 544.691406 1717012028.6492
MEM 563.308594 1717012028.7495
MEM 587.101562 1717012028.8497
MEM 591.359375 1717012028.9501
MEM 597.308594 1717012029.0503
MEM 600.027344 1717012029.1509
MEM 601.660156 1717012029.2511
MEM 601.660156 1717012029.3514
MEM 601.660156 1717012029.4516
MEM 601.660156 1717012029.5518
MEM 601.660156 1717012029.6520
MEM 601.660156 1717012029.7523
MEM 601.660156 1717012029.8525
MEM 601.660156 1717012029.9526
MEM 601.660156 1717012030.0528
MEM 601.660156 1717012030.1531
MEM 601.660156 1717012030.2534
MEM 601.660156 1717012030.3536
MEM 601.660156 1717012030.4539
MEM 601.660156 1717012030.5541
MEM 601.660156 1717012030.6543
MEM 601.660156 1717012030.7546
MEM 601.660156 1717012030.8548
MEM 611.464844 1717012030.9551
MEM 614.792969 1717012031.0554
MEM 614.792969 1717012031.1556
MEM 637.593750 1717012031.2559
MEM 673.582031 1717012031.3561
MEM 761.578125 1717012031.4564
MEM 765.105469 1717012031.5566
MEM 769.808594 1717012031.6568
MEM 771.320312 1717012031.7571
MEM 774.105469 1717012031.8573
MEM 777.175781 1717012031.9575
MEM 778.269531 1717012032.0577
MEM 780.750000 1717012032.1580
MEM 782.519531 1717012032.2582
MEM 784.394531 1717012032.3585
MEM 784.597656 1717012032.4587
MEM 784.597656 1717012032.5590
