CMDLINE /home/adeeb/miniconda3/envs/tdmpc2/bin/python3.9 train.py task=carla_ obs=rgb checkpoint=/home/adeeb/tdmpc2/tdmpc2/logs/carla_/1/default/models/final.pt
MEM 1.601562 1717012152.1706
MEM 37.644531 1717012152.2708
MEM 205.726562 1717012152.3711
MEM 244.558594 1717012152.4713
MEM 306.582031 1717012152.5715
MEM 326.179688 1717012152.6718
MEM 341.191406 1717012152.7721
MEM 355.070312 1717012152.8724
MEM 366.832031 1717012152.9726
MEM 379.304688 1717012153.0728
MEM 400.445312 1717012153.1732
MEM 469.941406 1717012153.2735
MEM 500.113281 1717012153.3737
MEM 511.484375 1717012153.4740
MEM 512.000000 1717012153.5743
MEM 512.257812 1717012153.6746
MEM 512.773438 1717012153.7749
MEM 512.773438 1717012153.8751
MEM 513.031250 1717012153.9753
MEM 513.289062 1717012154.0755
MEM 513.289062 1717012154.1757
MEM 513.289062 1717012154.2759
MEM 513.289062 1717012154.3762
MEM 513.546875 1717012154.4765
MEM 513.546875 1717012154.5767
MEM 516.535156 1717012154.6770
MEM 530.757812 1717012154.7774
MEM 533.957031 1717012154.8777
MEM 540.546875 1717012154.9780
MEM 562.191406 1717012155.0782
MEM 586.179688 1717012155.1786
MEM 586.179688 1717012155.2789
MEM 596.453125 1717012155.3792
MEM 597.386719 1717012155.4795
MEM 597.386719 1717012155.5797
MEM 597.386719 1717012155.6800
MEM 597.386719 1717012155.7803
MEM 597.386719 1717012155.8807
MEM 597.386719 1717012155.9810
MEM 597.386719 1717012156.0813
MEM 597.386719 1717012156.1821
MEM 597.386719 1717012156.2828
MEM 597.386719 1717012156.3836
MEM 597.386719 1717012156.4844
MEM 597.386719 1717012156.5851
MEM 597.386719 1717012156.6859
MEM 597.386719 1717012156.7863
MEM 597.386719 1717012156.8870
MEM 597.386719 1717012156.9877
MEM 597.386719 1717012157.0885
MEM 599.621094 1717012157.1888
MEM 599.621094 1717012157.2892
MEM 599.621094 1717012157.3895
MEM 599.621094 1717012157.4899
MEM 599.621094 1717012157.5902
MEM 599.621094 1717012157.6905
MEM 599.621094 1717012157.7909
MEM 599.621094 1717012157.8912
MEM 599.621094 1717012157.9916
MEM 599.621094 1717012158.0920
MEM 599.621094 1717012158.1923
MEM 599.621094 1717012158.2927
MEM 599.621094 1717012158.3931
MEM 599.621094 1717012158.4934
MEM 599.621094 1717012158.5938
MEM 599.621094 1717012158.6941
MEM 599.722656 1717012158.7944
MEM 599.722656 1717012158.8952
MEM 599.722656 1717012158.9960
MEM 607.886719 1717012159.0963
MEM 607.886719 1717012159.1965
MEM 612.894531 1717012159.2968
MEM 613.152344 1717012159.3971
MEM 613.152344 1717012159.4975
MEM 619.222656 1717012159.5978
MEM 670.000000 1717012159.6980
MEM 756.464844 1717012159.7982
MEM 761.878906 1717012159.8983
MEM 766.824219 1717012159.9985
MEM 768.937500 1717012160.0986
MEM 769.921875 1717012160.1988
MEM 773.238281 1717012160.2989
MEM 775.859375 1717012160.3990
MEM 777.667969 1717012160.4993
MEM 779.566406 1717012160.5995
MEM 782.125000 1717012160.6996
MEM 782.296875 1717012160.7999
MEM 782.296875 1717012160.9001
MEM 782.296875 1717012161.0003
MEM 782.296875 1717012161.1005
MEM 782.296875 1717012161.2007
MEM 783.015625 1717012161.3009
MEM 783.468750 1717012161.4011
MEM 783.511719 1717012161.5013
MEM 784.152344 1717012161.6016
MEM 784.250000 1717012161.7018
MEM 784.250000 1717012161.8020
MEM 785.328125 1717012161.9021
MEM 789.765625 1717012162.0024
MEM 789.765625 1717012162.1026
MEM 791.304688 1717012162.2027
MEM 793.578125 1717012162.3029
MEM 796.234375 1717012162.4032
MEM 797.457031 1717012162.5034
MEM 798.421875 1717012162.6036
MEM 800.550781 1717012162.7039
MEM 802.855469 1717012162.8042
MEM 803.375000 1717012162.9044
MEM 803.375000 1717012163.0047
MEM 803.414062 1717012163.1049
MEM 803.414062 1717012163.2051
MEM 803.414062 1717012163.3053
MEM 803.414062 1717012163.4055
